,question.stem,keywords,answer
8733,What sort of structures do you enter through a doorway?,"['doorway', 'structures', 'enter', 'sort']",every building
8734,"The office needed lights, so where were they installed?","['lights', 'office', 'installed', 'needed']",building
8735,"He explained that the concept was corporeal and the student should be able to grasp it, but the student found the ideas what?","['concept', 'corporeal', 'student', 'grasp', 'explained']",intangible
8736,The animals were in the back of the van.  Sally and Jim were nervoud about that.  They were afraid their pets might get hurt during the what?,"['pets', 'animals', 'van', 'jim', 'sally']",move
8737,Where would you put a fire extinguisher if you do not have any large doors in your house and your house only has one floor?,"['extinguisher', 'doors', 'floor', 'house', 'large']",kitchen
8738,What about eating hamburgers makes someone want more?,"['hamburgers', 'eating', 'want', 'makes']",tasty
8739,Where is beaver likely to be found?,"['beaver', 'likely']",lake or river
8740,What event might cause someone to get rid of their car?,"['car', 'event', 'cause', 'rid']",crash
8741,What is a well known way for couples  of celebrating a marriage?,"['marriage', 'celebrating', 'couples', 'way', 'known']",having sex
8742,What is another term for drink?,"['drink', 'term']",refreshment
8743,Boats that aren't on the ocean travel across the surface of what?,"['boats', 'ocean', 'travel', 'surface', 'aren']",lake
8744,Climbing a hill when hiking can really give one an appreciation of what?,"['hiking', 'climbing', 'hill', 'appreciation', 'really']",great outdoors
8745,"It was the only way out of town, the police parked their vehicles and drew their guns to create a what?","['police', 'guns', 'vehicles', 'parked', 'town']",roadblock
8746,"If you're taking a break from your library, you should still put in the effort to complete what sort of form before your card stop working?","['library', 'card', 'form', 'break', 'working']",renewal
8747,"If I want to find more information about things in general, what am I seeking?","['information', 'things', 'seeking', 'general', 'want']",increased knowledge
8748,Sammy was a union member.   He had to be.  It was the only way to advance in his profession.  What was his profession?,"['sammy', 'profession', 'union', 'member', 'advance']",construction business
8749,"She really enjoyed to make bread, because when you made your own it was always what?","['bread', 'make', 'enjoyed', 'really']",
8750,"A marmoset is not here, where is it?",['marmoset'],another place
8751,What does a person in ISIS practice?,"['isis', 'person', 'practice', 'does']",terrorism
8752,What east coast city is known for their pizzerias?,"['pizzerias', 'coast', 'east', 'city', 'known']",new york
8753,"Major Tom wanted to preserve the weapons. As dangerous as they were, he felt that they could have what in the future?","['weapons', 'tom', 'preserve', 'dangerous', 'future']",use
8754,"The hike was just too early for him, rather than water he put a cup of coffee in his what?","['coffee', 'water', 'hike', 'cup', 'early']",canteen
8755,"He saw the garage across the street from his house, where was the garage located?","['garage', 'located', 'street', 'house', 'saw']",
8756,If you have rotten food when eating breakfast in bed what will you be doing?,"['breakfast', 'eating', 'food', 'rotten', 'bed']",vomiting
8757,What can a concert hall also be used for?,"['concert', 'hall', 'used']",theater
8758,"The banjo was sent off to be sold retail after it was built, where was it bound?","['banjo', 'retail', 'built', 'bound', 'sold']",music store
8759,"The fat child could not be trusted to have food around, there was only one thing it would do and that was what?","['child', 'food', 'fat', 'thing', 'trusted']",eat food
8760,What's the best place to store boxes of spare automobile parts?,"['boxes', 'store', 'parts', 'spare', 'automobile']",garage
8761,John wants to catch crabs.  He's thinking of moving somewhere that this would be easier.  Where might he go?,"['crabs', 'moving', 'john', 'catch', 'easier']",cape cod
8762,"There is a lot of ways to live life, but it all ends the same with what?","['life', 'live', 'ends', 'ways', 'lot']",death
8763,What happens often when traveling to a new time zone?,"['traveling', 'zone', 'time', 'happens', 'new']",jet lag
8764,What type of moistener might someone who uses sanitizer frequently use?,"['sanitizer', 'moistener', 'uses', 'use', 'frequently']",hand lotion
8765,What city would you find a temple containing men with shaved heads?,"['temple', 'shaved', 'city', 'heads', 'men']",nepal
8766,What is happening to a person found guilty of committing murder?,"['murder', 'guilty', 'committing', 'person', 'happening']",going to prison
8767,"He never got in trouble, he received a certificate for what?","['certificate', 'trouble', 'got', 'received']",good behavior
8768,What dry state can a lizard be found in?,"['lizard', 'dry', 'state']",new mexico
8769,What does a doctor have to do before he is allowed to take an exam to get his MD?,"['doctor', 'exam', 'md', 'allowed', 'does']",study medicine
8770,When you return to work you will likely need what to get in the door if you are the first to arrive?,"['door', 'arrive', 'work', 'need', 'return']",key
8771,"When a house has a normal location, where is it found?","['house', 'location', 'normal']",street
8772,How might young adult friends have fun?,"['friends', 'fun', 'young', 'adult']",
8773,"Miranda wasn't sure about what she was doing, she just knew that she couldn't stop moving her smelly feet. This was a problem, because she was told to do what?","['miranda', 'feet', 'smelly', 'problem', 'couldn']",stay still
8774,"The atheist extolled virtues of secular thought, what ideas was he likely opposing?","['atheist', 'secular', 'virtues', 'opposing', 'extolled']",religious
8775,What do people want to minimize by surprising rather then prepping?,"['prepping', 'surprising', 'people', 'want', 'minimize']",expectation
8776,James loved watching the sloth on television.  This was his favorite what?,"['sloth', 'television', 'james', 'favorite', 'watching']",commercial
8777,"A doctor admonished a patient that medicine alone wasn't enough, what else did the patient need?","['medicine', 'doctor', 'patient', 'admonished', 'need']",will to survive
8778,"I want everyone to hear my voice, how should I speak?","['speak', 'voice', 'hear', 'want']",loud
8779,What's another name for cargo?,['cargo'],
8780,What would happen too you if you are playing game?,"['game', 'playing', 'happen']",having fun
8781,"Returning to work was easy for Dan.  He had liked doing nothing for weeks, and after his treatment he was complately what?","['dan', 'treatment', 'work', 'easy', 'returning']",painless
8782,Jim was looking for a container cup to put something in.  Where might he have looked?,"['container', 'jim', 'cup', 'looked', 'looking']",
8783,"They were going somewhere outside of walking distance, so they took the what?","['walking', 'distance', 'outside', 'took', 'going']",car
8784,Why would you rest if you've got other things to do?,"['rest', 'things', 've', 'got']",need to
8785,"If a person is accused of committing murder, who must they face in court?","['murder', 'accused', 'court', 'person', 'face']",prosecution
8786,Where is an expressway likely to be crowded?,"['expressway', 'crowded', 'likely']",large city
8787,"It was a stunning sight to the explorer, the garden oasis in the middle of the what was the most beautiful thing he had seen?","['garden', 'oasis', 'sight', 'explorer', 'stunning']",desert
8788,Where would a cat sit to soak up sunlight?,"['sunlight', 'cat', 'sit', 'soak']",window sill
8789,"Johnny wants to get money his brother.  He doesn't like to, but he sucks it up, makes the call, and finds himself doing what?","['johnny', 'brother', 'money', 'wants', 'makes']",asking for money
8790,"If someone was a huge art buff and wanted to see many a gallery in one trip, where might one suggest they visit?","['visit', 'gallery', 'art', 'trip', 'suggest']",new york city
8791,"The laser light hurt his eyes, how would he describe it?","['laser', 'light', 'eyes', 'hurt']",forceful
8792,"The instructor explained all the parts like the stock, then the cadets had to disassemble and reassemble their what?","['reassemble', 'cadets', 'disassemble', 'parts', 'stock']",machine gun
8793,What can happen after drinking alcohol that takes a long time to finish?,"['alcohol', 'drinking', 'finish', 'long', 'time']",get pregnant
8794,The moving air turned the blade and provided power.  What type of object is this?,"['blade', 'air', 'object', 'power', 'turned']",windmill
8795,Where is a caught monkey likely to live at least to begin with?,"['monkey', 'caught', 'live', 'likely', 'begin']",pet store
8796,What are you a part of if you hear a bugle in the mornings?,"['bugle', 'mornings', 'hear']",army corps
8797,What could happen immediately after sadness?,"['sadness', 'happen', 'immediately']",cry
8798,"The farmer was worried about intruders, he made sure to make his what fox proof?","['fox', 'farmer', 'intruders', 'worried', 'proof']",chicken coop
