,answerKey,id,question.question_concept,question.choices,question.stem,keywords
8647,D,353bf00e1541b4ab68982c654bbd4072,bacteria,"[{'label': 'A', 'text': 'ground'}, {'label': 'B', 'text': 'finger'}, {'label': 'C', 'text': 'petri dish'}, {'label': 'D', 'text': 'water'}, {'label': 'E', 'text': 'soap'}]",Where is bacteria likely to be slimy?,"['bacteria', 'slimy', 'likely']"
8648,A,23e78918a34d8655fff940303bf3c131,telephone directory,"[{'label': 'A', 'text': 'kitchen'}, {'label': 'B', 'text': 'building'}, {'label': 'C', 'text': 'office'}, {'label': 'D', 'text': 'boat'}, {'label': 'E', 'text': 'library'}]",Where did most people keep their telephone directory near the nourishment they keep in their house?,"['telephone', 'directory', 'house', 'people', 'nourishment']"
8649,B,0e2b7ba27d5048080dacc4ab7d1fe2d0,parking area,"[{'label': 'A', 'text': 'people'}, {'label': 'B', 'text': 'amusement park'}, {'label': 'C', 'text': 'city'}, {'label': 'D', 'text': 'park'}, {'label': 'E', 'text': 'apartment complex'}]","The parking lot was only full during the day, where was it located?","['parking', 'located', 'day', 'lot']"
8650,D,cdd924cb129db3ae42e3c8be061aadfe,potato,"[{'label': 'A', 'text': 'roots'}, {'label': 'B', 'text': 'ireland'}, {'label': 'C', 'text': 'soil'}, {'label': 'D', 'text': ""farmer's field""}, {'label': 'E', 'text': 'food market'}]","Some people like to get things from as close to the source as possible, to achieve this for a potato you'd have to go where?","['potato', 'things', 'people', 'achieve', 'source']"
8651,A,4748f47ede204a98d9370bb7e3a3b4e8,advertisements,"[{'label': 'A', 'text': 'mail box'}, {'label': 'B', 'text': 'subway'}, {'label': 'C', 'text': 'mail bags'}, {'label': 'D', 'text': 'yard'}, {'label': 'E', 'text': 'television'}]",Where are unwanted advertisements often delivered to a home?,"['advertisements', 'home', 'unwanted', 'delivered']"
8652,C,21aba2fea8009f549362dd1eb70d634d,killing,"[{'label': 'A', 'text': 'a conviction'}, {'label': 'B', 'text': 'going to jail'}, {'label': 'C', 'text': 'guilty conscience'}, {'label': 'D', 'text': 'retribution'}, {'label': 'E', 'text': 'criminal trial'}]",What might someone not caught killing someone have?,"['killing', 'caught']"
8653,D,83845a09d5f4d11c15c353697922f7d0,apple tree,"[{'label': 'A', 'text': 'washington state'}, {'label': 'B', 'text': 'desert'}, {'label': 'C', 'text': 'spain'}, {'label': 'D', 'text': 'woods'}, {'label': 'E', 'text': 'bible'}]",Where could you find a nearby apple tree if you live in the United States?,"['tree', 'nearby', 'apple', 'states', 'live']"
8654,E,777632e549ca0d7dd589a46b0e79e3f7,sofabed,"[{'label': 'A', 'text': 'livingroom'}, {'label': 'B', 'text': 'on their bed'}, {'label': 'C', 'text': 'living room'}, {'label': 'D', 'text': 'sitting room'}, {'label': 'E', 'text': 'spare room'}]","A person is putting a sofabed in a house for a guest, where are they likely to place it?","['sofabed', 'place', 'house', 'guest', 'putting']"
8655,B,25cab418a7b04ebc7e229bd48a20432a,vehicle,"[{'label': 'A', 'text': 'travel'}, {'label': 'B', 'text': 'slow down'}, {'label': 'C', 'text': 'feel impact of accident'}, {'label': 'D', 'text': 'carry'}, {'label': 'E', 'text': 'fly'}]",What is a speed bump likely to cause a vehicle to do?,"['bump', 'vehicle', 'speed', 'cause', 'likely']"
8656,B,cfd7756f9151ab3f97075931d7102b4c,listen,"[{'label': 'A', 'text': 'might learn'}, {'label': 'B', 'text': 'become deaf'}, {'label': 'C', 'text': 'speaking'}, {'label': 'D', 'text': 'train'}, {'label': 'E', 'text': 'talking'}]","John refused to listen to his mother about his music volume.  Because of that, he gradually did what?","['volume', 'john', 'music', 'listen', 'mother']"
8657,E,84bb162744120d5bdce80b30c3c39074,grooming,"[{'label': 'A', 'text': 'cleanliness'}, {'label': 'B', 'text': 'mistakes'}, {'label': 'C', 'text': 'anxiety'}, {'label': 'D', 'text': 'beauty'}, {'label': 'E', 'text': 'neatness'}]",Why might you be found grooming yourself in the mirror on the way out the door?,"['grooming', 'mirror', 'door', 'way']"
8658,A,4987b50b30b372c9fa63286ead445c66,wait tables,"[{'label': 'A', 'text': 'serve customers'}, {'label': 'B', 'text': 'serve food'}, {'label': 'C', 'text': 'tipping'}, {'label': 'D', 'text': 'write'}, {'label': 'E', 'text': 'wash hands'}]",When she would wait tables she had to listen to and what?,"['tables', 'listen', 'wait']"
8659,A,f9499a24425d3177e249a59a80c00ef8,picture,"[{'label': 'A', 'text': 'desktop'}, {'label': 'B', 'text': 'table'}, {'label': 'C', 'text': 'art show'}, {'label': 'D', 'text': 'art show'}, {'label': 'E', 'text': 'newspaper'}]","The man really like the picture and wanted to look at it while checking emails, where did he paste it?","['paste', 'emails', 'picture', 'look', 'man']"
8660,C,a12adf41f0408764cfa14c348ec18aea,person,"[{'label': 'A', 'text': 'compliments'}, {'label': 'B', 'text': 'contribution to society'}, {'label': 'C', 'text': 'ride horses'}, {'label': 'D', 'text': 'green thumb'}, {'label': 'E', 'text': 'wear big belts'}]",What does a person known as a cowboy do?,"['cowboy', 'person', 'known', 'does']"
8661,D,0f7bdf1db786d26d37dc70aa8a6a4bd2,amphitheatre,"[{'label': 'A', 'text': 'inside'}, {'label': 'B', 'text': 'greece'}, {'label': 'C', 'text': 'experiencing performance art'}, {'label': 'D', 'text': 'outside'}, {'label': 'E', 'text': 'park'}]",An amphitheartre provides a stage in what sort of environment?,"['stage', 'amphitheartre', 'environment', 'provides', 'sort']"
8662,A,c74618254e10f5f75bafd845ac97f676,crowd,"[{'label': 'A', 'text': 'single person'}, {'label': 'B', 'text': 'few people'}, {'label': 'C', 'text': 'individual'}, {'label': 'D', 'text': 'small group'}, {'label': 'E', 'text': 'fun'}]","If a crowd of people are all in a relationship except for one, what can they be considered?","['relationship', 'crowd', 'people', 'considered']"
8663,B,f4d520f6e69756b43d3074a2699d9782,fighting inflation,"[{'label': 'A', 'text': 'raising interest rates'}, {'label': 'B', 'text': 'lowering prices'}, {'label': 'C', 'text': 'higher interest rates'}, {'label': 'D', 'text': 'save money'}, {'label': 'E', 'text': 'sell more products'}]","The bill was passed in hopes of fighting inflation on the products, but it failed to force the companies into what?","['inflation', 'companies', 'products', 'failed', 'passed']"
8664,A,1abced44a4678d8add27e52f2a4164c7,noise,"[{'label': 'A', 'text': 'factory'}, {'label': 'B', 'text': 'mall'}, {'label': 'C', 'text': 'classroom'}, {'label': 'D', 'text': 'carnival'}, {'label': 'E', 'text': 'big city'}]","Making the cars made a lot of noise, everybody had to wear earplugs at the what?","['earplugs', 'noise', 'cars', 'wear', 'making']"
8665,E,903d16902701396f2e0a258df701f299,many people,"[{'label': 'A', 'text': 'listen to music'}, {'label': 'B', 'text': 'play games'}, {'label': 'C', 'text': 'eat ice cream'}, {'label': 'D', 'text': 'have fun with'}, {'label': 'E', 'text': 'talk'}]","Many people have mental issues, they need someone to what to?","['mental', 'people', 'need', 'issues']"
8666,B,b930de036edbe3728dcf8c1fd49fd991,potato,"[{'label': 'A', 'text': 'food market'}, {'label': 'B', 'text': 'soil'}, {'label': 'C', 'text': ""farmer's field""}, {'label': 'D', 'text': 'ireland'}, {'label': 'E', 'text': 'garden'}]","It was time for a harvest, you could find potato after potato in the what?","['potato', 'harvest', 'time']"
8667,D,6482ad14205a86e72884984e7e87434e,play violin,"[{'label': 'A', 'text': 'look melodramatic'}, {'label': 'B', 'text': 'string'}, {'label': 'C', 'text': 'read music'}, {'label': 'D', 'text': 'calluses'}, {'label': 'E', 'text': 'making music'}]","She was new at playing violin, what did she immediately notice developing?","['violin', 'playing', 'developing', 'immediately', 'notice']"
8668,A,60dc62c817dd93dfd3c3d1db26b95a4c,lying,"[{'label': 'A', 'text': 'broken heart'}, {'label': 'B', 'text': 'mistrust'}, {'label': 'C', 'text': 'getting dumped'}, {'label': 'D', 'text': 'being fired'}, {'label': 'E', 'text': 'get caught'}]","If you catch your girlfriend lying about seeing another guy, you'll most likely experience what?","['lying', 'girlfriend', 'seeing', 'guy', 'experience']"
8669,D,45f108b6f7a1bf7c2ae5046018866ae9,birthday,"[{'label': 'A', 'text': 'new age'}, {'label': 'B', 'text': 'burial'}, {'label': 'C', 'text': 'die'}, {'label': 'D', 'text': 'funeral'}, {'label': 'E', 'text': 'happy'}]",What gathering of loved ones follows your final birthday?,"['birthday', 'gathering', 'follows', 'final', 'ones']"
8670,D,456d223046ecdb75f45b333e6dc0f3e1,explosive,"[{'label': 'A', 'text': 'fireworks display'}, {'label': 'B', 'text': 'bomb'}, {'label': 'C', 'text': 'gun'}, {'label': 'D', 'text': 'landmine'}, {'label': 'E', 'text': 'army'}]",What type of explosive weapon often kills innocents long after the war is over?,"['war', 'innocents', 'explosive', 'weapon', 'kills']"
8671,D,759a04e6855781ed34f9a59426faf6a2,saucepan,"[{'label': 'A', 'text': 'georgia'}, {'label': 'B', 'text': 'italian restaurant'}, {'label': 'C', 'text': 'pan house'}, {'label': 'D', 'text': 'kitchen cupboard'}, {'label': 'E', 'text': 'boiling water'}]",Where would keep a saucepan when it's not in use?,"['saucepan', 'use']"
8672,E,bdc6db2396212ce6558ce3f1c08277b3,stove,"[{'label': 'A', 'text': 'these twos are irrelevent to the questions'}, {'label': 'B', 'text': 'warm pot of beans'}, {'label': 'C', 'text': 'brown meat'}, {'label': 'D', 'text': 'warm room'}, {'label': 'E', 'text': 'gas or electric'}]",What types of stoves are there?,"['stoves', 'types']"
8673,E,869d8da5de0ce4fbe84d80b992f1869a,curb,"[{'label': 'A', 'text': 'ohio'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'street corner'}, {'label': 'D', 'text': 'tree'}, {'label': 'E', 'text': 'bus stop'}]",What are you usually at when you sit on a bench on a curb?,"['sit', 'curb', 'bench', 'usually']"
8674,D,191d0cc8ee3962b2e80801ba1c9d079a,love,"[{'label': 'A', 'text': 'stay away from each other'}, {'label': 'B', 'text': 'please parents'}, {'label': 'C', 'text': 'meet friend'}, {'label': 'D', 'text': 'buy presents for others'}, {'label': 'E', 'text': 'make friends'}]",What do people in love do on their birthdays?,"['birthdays', 'love', 'people']"
8675,C,9bc2758018f0e4a7a1938772bf221ff2,person,"[{'label': 'A', 'text': 'roads'}, {'label': 'B', 'text': 'headache'}, {'label': 'C', 'text': 'comfortable shoes'}, {'label': 'D', 'text': 'slim waist'}, {'label': 'E', 'text': 'best things in life'}]",What is a person going for a long walk in need of?,"['walk', 'need', 'long', 'going', 'person']"
8676,E,f63b27133fcef1daaf62fa4047fd5f45,human,"[{'label': 'A', 'text': 'muscles'}, {'label': 'B', 'text': 'inner voices'}, {'label': 'C', 'text': 'two arms'}, {'label': 'D', 'text': 'one body'}, {'label': 'E', 'text': 'stupidity'}]",If a human hits their hand on something it is their own what that caused it?,"['hand', 'caused', 'hits', 'human']"
8677,B,2679b6a0203d9a54f099016f1452efb9,dogs,"[{'label': 'A', 'text': 'reproduce'}, {'label': 'B', 'text': 'bark'}, {'label': 'C', 'text': 'do many things'}, {'label': 'D', 'text': 'clone'}, {'label': 'E', 'text': 'jump up'}]",How is a dog likely to communicate with another dog?,"['dog', 'communicate', 'likely']"
8678,A,6b8e1a1202e29ab85c174272eeb21afc,stay in bed,"[{'label': 'A', 'text': 'bedsores'}, {'label': 'B', 'text': 'sleep in'}, {'label': 'C', 'text': 'well rested'}, {'label': 'D', 'text': ""aren't ready when arrives""}, {'label': 'E', 'text': 'lay down'}]",What happens to someone who stays in bed too long?,"['bed', 'stays', 'long', 'happens']"
8679,B,4ddb2a2ff04217b499eba05cf188772e,musicians,"[{'label': 'A', 'text': 'group'}, {'label': 'B', 'text': 'band'}, {'label': 'C', 'text': 'show'}, {'label': 'D', 'text': 'opera'}, {'label': 'E', 'text': 'play in band'}]",What is a group of three or four musicians called?,"['musicians', 'group', 'called']"
8680,A,185b39c07e945d336c67837be1beb95c,pool,"[{'label': 'A', 'text': 'waterfall'}, {'label': 'B', 'text': 'hose'}, {'label': 'C', 'text': ""neighbor's house""}, {'label': 'D', 'text': 'backyard'}, {'label': 'E', 'text': 'at hotel'}]",What water feature has a pool at the bottom?,"['pool', 'water', 'feature']"
8681,D,2e22ef4af71a0b09d3b06b0373263046,drinking alcohol,"[{'label': 'A', 'text': 'vomiting'}, {'label': 'B', 'text': 'toxicity'}, {'label': 'C', 'text': 'nausea'}, {'label': 'D', 'text': 'intoxication'}, {'label': 'E', 'text': 'frequent urination'}]","The man had been drinking alcohol, when he caused a disturbance he was arrested for public what?","['arrested', 'disturbance', 'alcohol', 'drinking', 'public']"
8682,A,d1115d218ab1b065f3a1d1499cbd3bd8,jumping rope,"[{'label': 'A', 'text': 'look silly'}, {'label': 'B', 'text': 'sweating'}, {'label': 'C', 'text': 'fine'}, {'label': 'D', 'text': 'ankle sprain'}, {'label': 'E', 'text': 'becoming tired'}]",If I'm an old man how will I look jumping rope?,"['rope', 'jumping', 'old', 'look', 'man']"
8683,D,d04b9d82509e61b5226d87a7bdd8636c,period,"[{'label': 'A', 'text': 'school'}, {'label': 'B', 'text': 'end of line'}, {'label': 'C', 'text': 'end of sentence'}, {'label': 'D', 'text': 'history'}, {'label': 'E', 'text': 'a serving of cake'}]",What is often classified into periods?,"['periods', 'classified']"
8684,D,af6f8679938961e354b8c03cb1044ddf,running,"[{'label': 'A', 'text': 'heart attack'}, {'label': 'B', 'text': 'falling down'}, {'label': 'C', 'text': 'weight loss'}, {'label': 'D', 'text': 'stitches'}, {'label': 'E', 'text': 'exhaustion'}]",What is likely the result of falling in gravel while running?,"['gravel', 'running', 'falling', 'likely', 'result']"
8685,B,df4b62d880c889e539123f4e83589cad,bald eagle,"[{'label': 'A', 'text': 'colorado'}, {'label': 'B', 'text': 'cliff'}, {'label': 'C', 'text': 'in a palm tree'}, {'label': 'D', 'text': 'utah'}, {'label': 'E', 'text': 'captivity'}]",Where did the bald eagle make its nest so that it couldn't be reached after it escaped?,"['nest', 'eagle', 'escaped', 'bald', 'make']"
8686,C,d3e6a1a1e4e7d7783658598c40aaac8a,typing,"[{'label': 'A', 'text': 'letter'}, {'label': 'B', 'text': 'indeterminate'}, {'label': 'C', 'text': 'communicating'}, {'label': 'D', 'text': 'communication'}, {'label': 'E', 'text': 'sentences'}]","If someone is typing, what are they doing?","['typing', 'doing']"
8687,D,d135a4844e231366e00eaac1a56ec429,chain,"[{'label': 'A', 'text': 'gear shift'}, {'label': 'B', 'text': 'jewelry store'}, {'label': 'C', 'text': 'tow truck'}, {'label': 'D', 'text': 'motorbike'}, {'label': 'E', 'text': 'saloon'}]",Much like a bicycle a chain drives the back wheel of a what?,"['wheel', 'bicycle', 'chain', 'drives', 'like']"
8688,D,fda6891d1692b7ae8213b28b75b444f1,living,"[{'label': 'A', 'text': 'getting old'}, {'label': 'B', 'text': 'death'}, {'label': 'C', 'text': 'laughter'}, {'label': 'D', 'text': 'perspiration'}, {'label': 'E', 'text': 'palpitations'}]",What happens to living beings when they are nervous?,"['nervous', 'beings', 'living', 'happens']"
8689,A,b92340b9221dcf62b2225fea59077f7b,old clothes,"[{'label': 'A', 'text': 'basement'}, {'label': 'B', 'text': 'box'}, {'label': 'C', 'text': 'trunk'}, {'label': 'D', 'text': 'store'}, {'label': 'E', 'text': 'attic'}]","She thought she had some old clothes that might work for the costume, she went to retrieve them down in the what?","['costume', 'clothes', 'old', 'retrieve', 'thought']"
8690,C,c3da0576a259b7289bf9cbdb2dbb77bf,baby,"[{'label': 'A', 'text': 'boy or girl'}, {'label': 'B', 'text': 'park'}, {'label': 'C', 'text': 'bring joy'}, {'label': 'D', 'text': 'arrive on time'}, {'label': 'E', 'text': 'nurse'}]","When the baby was born, what did the new grandmother claim it did for her?","['grandmother', 'baby', 'claim', 'born', 'new']"
8691,B,f2429a56d224ee5c8240af8231dcc850,writing term paper,"[{'label': 'A', 'text': 'errors'}, {'label': 'B', 'text': 'frustration'}, {'label': 'C', 'text': 'illiteracy'}, {'label': 'D', 'text': 'anxiety'}, {'label': 'E', 'text': 'headaches'}]",What might someone having a hard time writing a term paper feel?,"['writing', 'paper', 'feel', 'term', 'hard']"
8692,D,0ae3c11e741ad7bdc8851ae865f624b4,sign,"[{'label': 'A', 'text': 'texas'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'street corner'}, {'label': 'D', 'text': 'roadblock'}, {'label': 'E', 'text': 'bus stop'}]",Where would you find a sign and a long line of cars behind it?,"['cars', 'line', 'sign', 'long']"
8693,D,998560db1980de1eb3032ce33b5a1513,lose,"[{'label': 'A', 'text': 'hurry'}, {'label': 'B', 'text': 'win'}, {'label': 'C', 'text': 'come across'}, {'label': 'D', 'text': 'pick up'}, {'label': 'E', 'text': 'find'}]",What can you do to make up hours you lose at work?,"['work', 'hours', 'lose', 'make']"
8694,D,10f572e55a732309354f877721c0d158,cable,"[{'label': 'A', 'text': 'substation'}, {'label': 'B', 'text': 'electrical device'}, {'label': 'C', 'text': 'television'}, {'label': 'D', 'text': 'radio shack'}, {'label': 'E', 'text': 'side ports of tv'}]","If I wanted to buy a cable, where would I go?","['cable', 'buy', 'wanted']"
8695,D,04254f570faad7792814e0f8fa04608a,snow,"[{'label': 'A', 'text': 'christmas'}, {'label': 'B', 'text': 'avalanches'}, {'label': 'C', 'text': 'blizzard'}, {'label': 'D', 'text': 'shovelling'}, {'label': 'E', 'text': 'ice storm'}]",What must be done to a driveway filled with snow?,"['driveway', 'snow', 'filled']"
8696,D,8297bb1d30df9df04247a3b6472c33c4,having heart attack,"[{'label': 'A', 'text': 'could die'}, {'label': 'B', 'text': 'loss of life'}, {'label': 'C', 'text': 'recover'}, {'label': 'D', 'text': 'fear of death'}, {'label': 'E', 'text': 'health'}]",What might cause someone to panic is they are having a heart attack?,"['heart', 'panic', 'cause', 'attack', 'having']"
